code,mets,major_heading,activity,flag,mhn,reason
19200.0,3.5,winter activities,"snowmobiling, driving, moderate",1.0,"3,4",General physical activity contributing to health and body needs.
19202.0,2.0,winter activities,"snowmobiling, passenger",1.0,3,General physical activity contributing to health and body needs.
19252.0,5.3,winter activities,"snow shoveling, by hand, moderate effort",1.0,2,General physical activity contributing to health and body needs.
19254.0,7.5,winter activities,"snow shoveling, by hand, vigorous effort",1.0,2,General physical activity contributing to health and body needs.
19260.0,2.5,winter activities,"snow blower, walking and pushing",1.0,2,General physical activity contributing to health and body needs.
20000.0,1.3,religious activities,"sitting in church, in service, attending a ceremony, sitting quietly",,"3,5",General physical activity contributing to health and body needs.
20001.0,2.0,religious activities,"sitting, playing an instrument at church",,5,General physical activity contributing to health and body needs.
20005.0,1.8,religious activities,"sitting in church, talking or singing, attending a ceremony, sitting, active participation",,"3,4,5",General physical activity contributing to health and body needs.
20010.0,1.3,religious activities,"sitting, reading religious materials at home",,5,General physical activity contributing to health and body needs.
20015.0,1.3,religious activities,"standing quietly in church, attending a ceremony",,"3,5",General physical activity contributing to health and body needs.
20020.0,2.0,religious activities,"standing, singing in church, attending a ceremony, standing, active participation",,"3,5",General physical activity contributing to health and body needs.
20025.0,1.3,religious activities,"kneeling in church or at home, praying",,5,General physical activity contributing to health and body needs.
20030.0,1.8,religious activities,"standing, talking in church",,5,General physical activity contributing to health and body needs.
20035.0,2.0,religious activities,walking in church,,5,General physical activity contributing to health and body needs.
20036.0,2.0,religious activities,"walking, less than 2.0 mph, very slow",,5,Supports basic physical functioning and body maintenance.
20037.0,3.5,religious activities,"walking, 3.0 mph, moderate speed, not carrying anything",,5,General physical activity contributing to health and body needs.
20038.0,4.3,religious activities,"walking, 3.5 mph, brisk speed, not carrying anything",,5,General physical activity contributing to health and body needs.
20039.0,2.0,religious activities,"walk/stand combination for religious purposes, usher",,"3,4,5",General physical activity contributing to health and body needs.
20040.0,5.0,religious activities,"praise with dance or run, spiritual dancing in church",,5,Involves social connection or group belonging.
20045.0,2.5,religious activities,serving food at church,,5,General physical activity contributing to health and body needs.
20046.0,2.0,religious activities,preparing food at church,,"1,3,4,5",General physical activity contributing to health and body needs.
20047.0,3.3,religious activities,"washing dishes, cleaning kitchen at church",,5,General physical activity contributing to health and body needs.
20050.0,1.5,religious activities,eating at church,,"1,3",Supports basic physical functioning and body maintenance.
20055.0,2.0,religious activities,"eating/talking at church or standing eating, American Indian Feast days",,"1,3,5",Supports basic physical functioning and body maintenance.
20060.0,3.3,religious activities,cleaning church,,5,General physical activity contributing to health and body needs.
20061.0,4.0,religious activities,general yard work at church,1.0,5,"Related to maintaining safety, stability, or health security."
20065.0,3.5,religious activities,"standing, moderate effort (e.g., lifting heavy objects, assembling at fast rate)",,"3,5",General physical activity contributing to health and body needs.
20095.0,4.5,religious activities,"Standing, moderate-to-heavy effort, manual labor, lifting ≥ 50 lbs, heavy maintenance",,"3,4,5",General physical activity contributing to health and body needs.
20100.0,1.3,religious activities,"typing, electric, manual, or computer",,"3,4,5",General physical activity contributing to health and body needs.
21000.0,1.5,volunteer activities,"sitting, meeting, general, and/or with talking involved",,"3,4,5",General physical activity contributing to health and body needs.
21005.0,1.5,volunteer activities,"sitting, light office work, in general",,5,Supports basic physical functioning and body maintenance.
21010.0,2.5,volunteer activities,"sitting, moderate work",,"3,4,5","Related to maintaining safety, stability, or health security."
21015.0,2.3,volunteer activities,"standing, light work (filing, talking, assembling)",,"3,4,5",Supports basic physical functioning and body maintenance.
21016.0,2.0,volunteer activities,"sitting, child care, only active periods",,"3,4,5",General physical activity contributing to health and body needs.
21017.0,3.0,volunteer activities,"standing, child care, only active periods",,"3,4",General physical activity contributing to health and body needs.
21018.0,3.5,volunteer activities,"walk/run play with children, moderate, only active periods",,"3,4,5",General physical activity contributing to health and body needs.
21019.0,5.8,volunteer activities,"walk/run play with children, vigorous, only active periods",,"3,4",General physical activity contributing to health and body needs.
21020.0,3.0,volunteer activities,"standing, light/moderate work (e.g., pack boxes, assemble/repair, set up chairs/furniture)",,5,Supports basic physical functioning and body maintenance.
21025.0,3.5,volunteer activities,"standing, moderate (lifting 50 lbs., assembling at fast rate)",,5,General physical activity contributing to health and body needs.
21030.0,4.5,volunteer activities,"standing, moderate/heavy work",,"3,4,5","Related to maintaining safety, stability, or health security."
21035.0,1.3,volunteer activities,"typing, electric, manual, or computer",,5,General physical activity contributing to health and body needs.
21040.0,2.0,volunteer activities,"walking, less than 2.0 mph, very slow",,"3,4,5",Supports basic physical functioning and body maintenance.
21045.0,3.5,volunteer activities,"walking, 3.0 mph, moderate speed, not carrying anything",,5,General physical activity contributing to health and body needs.
21050.0,4.3,volunteer activities,"walking, 3.5 mph, brisk speed, not carrying anything",,5,General physical activity contributing to health and body needs.
21055.0,3.5,volunteer activities,"walking, 2.5 mph slowly and carrying objects less than 25 lbs",,5,Supports basic physical functioning and body maintenance.
21060.0,4.5,volunteer activities,"walking, 3.0 mph moderately and carrying objects less than 25 lbs, pushing something",,5,General physical activity contributing to health and body needs.
21065.0,4.8,volunteer activities,"walking, 3.5 mph, briskly and carrying objects less than 25 lbs",,5,General physical activity contributing to health and body needs.
21070.0,3.0,volunteer activities,"walk/stand combination, for volunteer purposes",,"3,4",General physical activity contributing to health and body needs.
